"Vehicle.Use","Anti.Theft.Device.Indicator","Body.Style","Electric_Vehicle_Indicator","Fleet.Vehicle.Indicator","Fuel.Type","Hybrid.Vehicle.Indicator","Make","Model","Model.Year","Municipality","Owner.Type","Region","Vehicle.Count"
"Personal","No","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MITSUBISHI","OUTLANDER SE HYBRID 4DR AWD",2019,"Central Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","CHEVROLET","MALIBU LT 4DR",2019,"Central Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE GX PREFERRED 4DR AWD",2023,"Ladysmith","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","QX80 PROACTIVE 4DR AWD",2022,"Malahat","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","ARIYA PLATINUM+ 4DR AWD",2023,"Kaleden","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT EX-L 4DR AWD",2020,"Metchosin","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","MERCEDES-BENZ","E53 HYBRID 4MATIC+ 4DR",2022,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS LX 4DR AWD",2023,"Whistler","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO WILDTRAK 4DR 4WD",2023,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","Yes","MINI","COOPER COUNTRYMAN S E ALL4 4DR",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Diesel","No","CHEVROLET","TAHOE LT 4DR 4WD DIESEL",2023,"Salmon Arm","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-30 GS 4DR AWD",2022,"Lake Country","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LIMITED 4DR 4WD",2019,"Parksville","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","LEAF SV PLUS 5DR",2024,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PASSPORT SPORT 4DR AWD",2019,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE XL PREFERRED V6 4DR AWD",2019,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","JETTA GLI 2.0 TSI 4DR",2024,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA TRENDLINE 1.5 TSI 4DR",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE L LIMITED 4DR 4WD",2021,"Nelson","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","DEFENDER HSE P400 4DR AWD",2020,"Salt Spring Island","Person","Vancouver Island",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","MINI","COOPER S CLUBMAN ALL4 4DR",2022,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","Yes","AUDI","A5 TECHNIK 45 2.0 TFSI QUATTRO 2DR",2023,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LS 4DR AWD",2020,"Peachland","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK SPORT 5DR AWD",2019,"Pender Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TOYOTA","BZ4X LE 4DR 2WD",2023,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SV 4DR AWD",2021,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SV 4DR AWD",2021,"Fernie","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA CROSS LE 4DR AWD",2022,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA L 4DR",2021,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LAREDO 4DR 4WD",2019,"Notch Hill","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","BMW","X6 35I 4DR AWD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER XLT 4DR AWD",2020,"93 Mile House","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TAHOE RST 4DR 4WD",2021,"Springhouse","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC LX 4DR HATCHBACK",2020,"Spallumcheen","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LIMITED 4DR 4WD",2024,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Twodoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER RUBICON 4WD",2019,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Diesel","No","MERCEDES-BENZ","SPRINTER 2500 WB 170 CREW 4WD DIESEL",2022,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2020,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I LIMITED WAGON AWD",2020,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","NISSAN","LEAF SV PLUS 5DR",2020,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SR 4DR 2WD",2020,"Duncan","Person","Vancouver Island",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","MAZDA","MAZDA3 GS I-ACTIV 4DR AWD",2019,"Chilliwack","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE TRAILHAWK 4DR 4WD",2021,"Pass Creek","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","AUDI","Q8 E-TRON 4DR AWD",2024,"Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS EXECLINE V6 4DR AWD",2019,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GT 4DR AWD",2019,"Kimberley","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO RAPTOR 4DR 4WD",2022,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 PERFORMANCE 75D 4DR AWD",2023,"Sun Peaks","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Electric","Yes","HONDA","CR-V TOURING HEV 4DR AWD",2024,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ACURA","RDX PLATINUM ELITE A-SPE 4DR AWD",2022,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I TOURING 4DR AWD",2019,"Burnaby","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SEDONA SX",2019,"Quesnel","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I PREMIER WAGON AWD",2023,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","FORD","ESCAPE TITANIUM HYBRID 4DR AWD",2022,"Black Creek","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX RS 4DR AWD",2022,"Chetwynd","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE GX PREFERRED 4DR AWD",2024,"Sooke","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER LIMITED 4DR AWD",2020,"Chase","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","NISSAN","SENTRA 1.8 S 4DR",2020,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SORENTO EX V6 4DR AWD",2019,"Invermere","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","CT5 V6 4DR AWD",2022,"Ladysmith","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPEDITION LIMITED 4DR 4WD",2023,"Revelstoke","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","AUDI","Q5 TECHNIK 45 2.0 TFSI 4DR AWD",2022,"Kamloops","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","Yes","AUDI","RS6 4.0 TFSI QUATTRO WAGON",2021,"Kelowna","Person","Southern Interior",1
"Personal","No","Fourdoorsedan","No","No","Gasolineelectric","Yes","TOYOTA","COROLLA HYBRID 4DR",2020,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA COMFORTLINE 1.5 TSI 4DR",2023,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","VOLKSWAGEN","ID.4 PRO 4DR 2WD",2021,"Mill Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","RVR ES 4DR 2WD",2024,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","PORSCHE","CAYENNE S 4DR AWD",2022,"West Vancouver","Person","Lower Mainland",1
"Personal","No","Hatchback","No","No","Gasoline","No","MAZDA","MAZDA3 SPORT GT I-ACTIV 5DR AWD",2019,"Summerland","Person","Southern Interior",1
"Personal","Yes","Fourdoorfastback","No","No","Gasoline","No","KIA","STINGER GT LIMITED V6 4DR AWD",2020,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","FIAT","500 LOUNGE 2DR",2019,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","YUKON XL SLT 4DR 4WD",2022,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS EX 4DR AWD",2023,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I TOURING 5DR AWD",2022,"Kelowna","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-3 GT 4DR AWD",2019,"Lake Country","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SV 4DR AWD",2023,"Masset","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ECOSPORT SE 4DR 4WD",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC LX 4DR",2022,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GLADIATOR OVERLAND 4DR 4WD",2020,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-30 GT 4DR AWD",2021,"Oak Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE ESSENTIAL 4DR AWD",2019,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","JEEP","WRANGLER SAHARA 4XE 4DR 4WD",2023,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","GOLF COMFORTLINE 1.8 TSI 4MOTION WAGON",2019,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX+ 4DR",2024,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2019,"Hazelton","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LAREDO 4DR 4WD",2021,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2021,"Salmo","Person","Southern Interior",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","CHEVROLET","IMPALA PREMIER V6 4DR",2019,"Comox","Person","Vancouver Island",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","DODGE","CHALLENGER SXT 2DR",2019,"Hope","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS CROSS SPORT HIGHLINE V6 4DR AWD",2022,"Ladysmith","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TESLA","MODEL Y 75D PERFORMANCE 4DR AWD",2021,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI S 4DR AWD",2021,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","YUKON DENALI 4DR 4WD",2022,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER PLATINUM 4DR AWD",2020,"Cache Creek","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2024,"Colwood","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","GOLF COMFORTLINE 1.4 TSI 4DR HATCHBACK",2019,"Courtenay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","PORSCHE","CAYENNE V6 4DR AWD",2022,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I SPORT 5DR AWD",2019,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JAGUAR","F-PACE SVR 4DR AWD",2021,"Cranbrook","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TESLA","MODEL X PLAID 4DR AWD",2023,"Merritt","Person","Southern Interior",1
"Personal","Yes","Fourdoorcoupe","No","No","Gasoline","Yes","MERCEDES-BENZ","GLE53 4DR COUPE AWD",2021,"Chilliwack","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER TIMBERLINE 4DR AWD",2023,"Terrace","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","FORD","MUSTANG MACH-E PREMIUM 300A 4DR AWD",2023,"Lake Country","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LEXUS","LX570 4DR 4WD",2020,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","DURANGO GT 4DR 4WD",2019,"Esquimalt","Person","Vancouver Island",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","MINI","COOPER S 2DR",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","ARIYA PLATINUM+ 4DR AWD",2023,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","BLAZER TRUE NORTH V6 4DR AWD",2024,"Engen","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE PLATINUM 4DR AWD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","FORTE5 GT LIMITED 5DR",2020,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LS 4DR 2WD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","AUDI","Q5 TECHNIK 45 2.0 TFSI 4DR AWD",2022,"Central Saanich","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 XLE 4DR AWD",2022,"Pouce Coupe","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","PORSCHE","MACAN S 4DR AWD",2022,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","PALISADE PREFERRED V6 4DR AWD",2020,"Revelstoke","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","FORD","MUSTANG MACH-E PREMIUM 300A 4DR AWD",2023,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","TOYOTA","GR86 PREMIUM 2DR",2022,"Gabriola Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MITSUBISHI","OUTLANDER SEL HYBRID 4DR AWD",2023,"Deroche","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","DODGE/RAM","CHALLENGER GT 2DR AWD",2022,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","DURANGO R/T 4DR AWD",2019,"Lake Country","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2022,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE SX TURBO 4DR AWD",2020,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorhardtop","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED RUBICON 4DR 4WD",2021,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","JEEP","WRANGLER SAHARA 4XE 4DR 4WD",2023,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GS 4DR AWD",2020,"Slocan","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","BMW","IX XDRIVE50 4DR AWD",2023,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT4 4DR 2WD",2023,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","TOYOTA","CAMRY SE HYBRID 4DR",2020,"New Westminster","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","GRAND CARAVAN SXT",2019,"Alert Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","COMPASS LIMITED 4DR 4WD",2022,"Squamish","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 TRAIL 4DR AWD",2022,"Qualicum Beach","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","RVR GT 4DR 4WD",2022,"North Saanich","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","FORD","ESCAPE SE HYBRID 4DR 2WD",2022,"Kelowna","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TAOS TRENDLINE 1.5 TSI 4DR AWD",2022,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","TELLURIDE X-LINE V6 4DR AWD",2023,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JAGUAR","F-PACE 300 SPORT 30T 4DR AWD",2020,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","VOLVO","XC90 INSCRIPTION T8 RECHARGE 4DR AWD",2022,"Coquitlam","Person","Lower Mainland",1
